id,gamespot_id,title,documents
212,480,Balls of Steel,"Flip this -- the coolest, fastest, most innovative quicksilver ball-basher in the known universe! Across five savage, fully-animated tables, from the ricochet riot of Firestorm to the intense overload of Duke Nukem, BALLS OF STEEL delivers all the authentic gravitational pyrotechnics of real pinball. View all the table at once or get close for some whiplash scrolling action! Go gonzo with 5 all multi-ball mayhem! Squash scampering aliens to bloody oblivion! Hit rails, flippers, pops, singholes, targets, magnetic flippers, ramps, the 'cyclotron' ball accelerator -- every conceivable pinball feature in all its glory! It's authentic pinball action -- whiplash fast and finger-burning good! And hey, if it's good enough for Duke... then it's good enough for you!::The best pinball games have hidden levels, animated beasties, and plenty of surprises. Balls of Steel has all the above."
213,481,Banjo-Kazooie,"Trouble is brewing on Spiral Mountain! Gruntilda the witch, wildly jealous of Tooty the Honey Bear's good looks; is determined to steal them for herself! But even as she whisks the helpless youngster off to her tower, Tooty's big brother Banjo and his loud-mouthed partner Kazooie are hot on the trail to rescue her...Aided by the mystical shaman Mumbo Jumbo, Banjo and Kazooie must tackle gloomy swamps, scorching deserts, towering mountain ranges and spooky haunted houses on their way to the final confrontation at the summit of Gruntilda's Lair.::It doesn't stray too far from the formula, but it makes the logical progressions you would expect Nintendo to make."
214,482,Banjo-Tooie,"Two years after Banjo Kazooie, Banjo and the gang are playing cards when an earthquake happens. Eagerly Mumbo goes out to investigate. He sees two hideous witches reviving Grunty. Mumbo goes back to investigate. Grunty shoots a laser beam at Banjo's house. Mumbo warns everyone but Bottles doesn't belive him. Grunty blows up Banjo's house with Bottles inside and sets off to get her body back. Motivated by revenge Banjo sets out to stop Grunty and revive Bottles.::The challenging breadth of the adventure, the richly detailed graphics, varied gameplay, killer sound, and multiplayer mode all fuse into one amazingly fun experience."
215,484,Baseball,"The most realistic baseball game outside of a ballpark! It's the bottom of the ninth. You're at the plate. Here comes the pitch. You swing - it's a smash deep into center field. A home run! It's Nintendo BASEBALL. A game so real you'll think you're in the majors. You control the swing of the bat. The speed of the pitch. The hits, the steals, the double plays! Play against a computer opponent or challenge a friend. Nintendo's state-of-the-art graphics and realistic game play will have you really believing you're playing baseball. Just add peanuts, popcorn and crackerjacks... for the time of your life!::Baseball is a game that requires strategy, skill, and determination to win."
216,491,Bass Rise,"Bass Rise is a hyper-realistic fishing game featuring:

Twelve levels and up to four players!

Underwater views for maximum play!

Customized fishing trips!

Three different types of fish!

Adjustable reel speed and three line weights!

Hundreds of Megabass lures!

Compatibility with DUAL SHOCK analog controller!

Hidden lures and Lakes!::Bass Rise makes for an amusing diversion best suited for casual fishing fans who generally play for no longer than an hour per sitting."
217,492,Bassmasters 2000,"Fish with the best! Featuring real lakes from the Bassmaster Tournament Trail, authentic fishing equipment, two-player fishing action, underwater views, and frantic arcade modes. Just like The Bassmasters TV series!::This game will definitely please any angler, whether a real-life bass-fishing expert or a beginner looking for some practice."
218,495,Batman & Robin,"A doomsday clock is ticking.

72 hours until Mr. Freeze turns Gotham City into a giant icicle. You are the only thing standing between millions of innocent people and their icy doom. Your detective skills are about to be pushed to the edge as you drive, sleuth, and fight your way to their salvation.::Batman & Robin is the best Batman game in years and far better than the '97 Joel Schumacher film it was based on, but neither of those things really amounts to too much."
219,496,Batman Forever: The Arcade Game,"Brace yourself for endless action with BATMAN FOREVER! BATMAN and ROBIN blast into GOTHAM CITY in a spectacular fighting game! Armed with tons of incredible attacks, fierce combat moves, and an arsenal of gadgets, the DYNAMIC DUO are ready to battle the diabolical minds of TWO-FACE and THE RIDDLER! Without question... it's BATMAN FOREVER!::Beauty is skin deep."
220,497,Battle Arena Toshinden,"The Toshin Daibukai tournament has arrived. Ten of the toughest fighters in the world are taking part in the most grueling slugfest known to man. To win, each combatant must be completely focused. One slip and their fate is sealed. Who will be crowned champion? That is up to you. So get off your duff and get ready for the fight of your life with Battle Arena Toshinden!::News flash: The PC version of Battle Arena Toshinden isn't as good as the PlayStation version."
221,498,Battle Arena Toshinden 3,"The Toshinden: the timeless battle tournament where only the best are invited, and only the strongest survive. Now, this third installment takes fighting action to a level never seen before!

You're caged like an animal in newly designed and closed in arenas. Battle to the exhausting finish against over 30 sexy, bloodthirsty and deadly characters, each with their own weaponry, style and moves. Plus fast fresh graphics, unbelievably smooth gameplay and responsive controls makes this tournament the ultimate force to be reckoned with.

10 ALL NEW AND CLOSED-IN ARENAS. RICOCHET OFF WALLS AND CEILINGS TO ATTACK AND RETREAT!

OVER 30 CHARACTERS, 12 NEVER BEFORE SEEN

DOZENS OF NEW KILLER MOVES, STRATEGIES AND MULTI-HIT COMBINATION ATTACKS

2 PLAYER MODE FOR HEAD-TO-HEAD ACTION

BATTLE IN 30 FRAMES OR EVEN FASTER 60 FRAMES PER SECOND

PRACTICE, SURVIVAL OR TEAM BATTLE MODE. NOT FOUND IN THE JAPANESE VERSION.::Toshinden 3 is what Toshinden 2 should have been - an improved version of the original."
222,499,Battle Monsters,"Twelve psychotic monsters fight fist-and-fang in the darkest, goriest head-to-head combat ever! In bone-chilling interactive, multi-leveled environments, the beasts of the undead trade clawfuls of sickening supermoves in their bid to rule the underworld. Overflowing with blood, guts, drool and slime, Battle Monsters is mangling multi-hit, mid-air fighting with super-fast scaling, chopping, stabbing, gouging and morphing. Feeling lucky, freak?::If you're going to sit down with some friends and play a fighting game, this isn't the one."
223,508,An Elder Scrolls Legend: Battlespire,"From the epic role-playing world of Daggerfall and Arena, springs forth a sinister tale of mortal conflict and triumph. The celestial citadel known as Battlespire has been ravaged by a black-hearted Daedra Lord. If this evil Lord and his minions can so easily brush aside an entire defending garrison of the Empire's Battlemages, how can you, a solitary hero, stand against them?
- Create your character using the acclaimed Daggerfall character design system, unrivaled power to custom-build the exact type of hero you want.
- Chat with, conspire and then betray your enemies. Mete out justice with sword and fyre. Battle fields so cunning they smell your blood, hear your footsteps, and track you like prey.
- Explore exquisitely detailed 3D interiors and exteriors. From ominous dungeons to towering castles, all rendered in splendid hi-res and hi-color.
- Wage war in multi-player mode! Team vs. computer, team vs. team or the ultimate Deathmatch via IPX or Internet.::Battlespire's less expansive scope, hack-and-slash gameplay, and technical problems ultimately provide a role-playing experience that is only occasionally satisfying."
224,509,BattleSport,"WHAT WOULD SUNDAY BE WITHOUT A SUDDEN DEATH PLAYOFF?

We're bringing home America's greatest professional deathsport so everyone can get a taste of the action! All the arenas. All the stats. All the realism of major league annihilation. Feel the 500mph hit of full-contact sport. Go for a career high in kills. Taste titanium exhaust. Get inducted into the Hall of Flames... Your hovertank is waiting.

BATTLESPORT. IT'S SUDDEN DEATH ALL THE TIME.::There's just no need for a game like this on the PlayStation in 1997."
225,510,Battle Stations (1997),"Open fire on a friend or the computer in an all-out fight to the death. Command eight classes of ships from the Aircraft Carrier to the Submarine, or construct an entire naval task force to stop the treacherous plans of your enemy. Man your battlestations!::A real-time Battleship for the 90s."
226,511,BattleTanx,"2001 A.D. - The world as you know it is no more. A deadly virus has wiped out 99% of the female population and the few surviving women are now worshipped as QueenLords. You are Griffin Spade, warrior and Battlelord in a post-apocalyptic future. With only the BattleTanx at your command, you must save mankind from extinction! Fight your way across the wasteland that was once America and rescue the QueenLords from roving gangs of mercenaries and thugs.::Make no mistake: BattleTanx's gameplay isn't the most complex in the world."
227,512,BattleTanx: Global Assault,"The year is 2006. The world has become a post-apocalyptic wasteland. While Griffin and Madison struggle to rebuild society, they realize their young son possesses telekinetic powers that are the key to the future. But the evil QueenLord, Cassandra, plans to use the boy's powers for her own wicked scheme. With only armored tanks at your command, you must defeat the QueenLord and the sinister gangs under her control. Combat will lead you to foreign soil, where it's all-out global warfare!::Instead of playing to the PlayStation's abilities, this port tries to match the N64 version as much as it can, without improving the areas where it could exceed it."
228,514,Battlezone (1998),"You are the high-level Commander making decisions from your own war-ravaged tank. Lead your U.S. troops on a mission to gain control of a superior alien technology in the true ""space race"" against the Soviets...or cross enemy lines to the Soviet side. It's all under your command.
Full-Scale 3-D Action
Pilot one of 25 anti-gravity war machines, and wield 25 devastating weapons--including mortars, mines, and the Thumper Device which triggers on-the-fly earthquakes on the morphable terrain.
Complete Strategic Control
Coordinate full-scale attacks with over 30 unique units, such as tanks, infantry and mobile assault turrets. Call in artillery, deploy wingmen and manage resources--all from within your tank.
Dynamic First-Person Immersion
Lose your vehicle in battle, bail out, parachute to safety; then use your sniper rifle to take over another unit. Switch vehicles right on the battlefield of one of seven distinct moons or planets!::What really makes Battlezone so special is the way it blends the adrenaline rush of first-person action games with the strategy and resource management of Red Alert."
229,515,Battlezone: Rise of the Black Dogs,"Exploit secret alien technology as you beat the Americans and Soviets at their own game in this action-packed, cold war thriller! Battlezone: Rise of the Black Dogs features advanced space-based tank combat, sniper capability and death-match intensity. With three modes of play, Battlezone gives you the power to define your combat experience - the only remaining question is how long you'll be around to use it.::Battlezone: Rise of the Black Dogs is a fun game with good looks that fails to deliver in terms of multiplayer support and audio quality."
230,517,Beast Wars: Transformers,"Battle with Heroic Maximals or the Evil Predacons for Control of the Universe. Navigate through Rugged 3D Terrain, Battling Natural Hazards and Enemy Armies in one of the MOst Intense Battle Games Ever!::Beast Wars is an imperfect but fun over-the-shoulder shooter."
231,521,Beavis and Butt-head Do U.,"Beavis and Butt-Head's graphic misadventures come home to your PC as America's favorite morons go collegiate! See the world through their eyes as they hit Highland State and attempt to do the impossible (well, for them anyway): score with co-eds! With the same look and feel as the original MTV series and thousands of lines of hilarious new dialogue, Beavis and Butt-Head Do U. just may be the coolest thing you'll ever see!

KEY FEATURES:
Explore college life with America's favorite losers!
Solve mind-bending puzzles!
Interact with cast favorites!
Featuring the voice talent of Mike Judge, creator of Beavis and Butt-Head!
Brand new lines of hilarious dialogue!
Same look and feel as the original MTV series!::Illusions has left this fertile comedic ground largely unplowed, thanks to a severe shortage of characters for the boys to interact with and a paucity of places for them to spread their endearing form of mayhem."
232,522,Beavis and Butt-head in Virtual Stupidity,"Uh, huh huh, the joke is in your hands, huh huh.

Like, why are you standing around in the store reading all these words when you could be home with me and Beavis , like, scoring and stuff. Uh, scoring with chicks, not me and Beavis. Plus you could be doing a bunch of other cool stuff, too, like messing with Anderson's mind, and, like, making Buzzcut's neck veins pop out, and just going around breaking stuff and kicking people's butts. And like, if you're as cool as me and Beavis, maybe you'll get into Todd's gang. So quit being a dillweed and buy this game and try to be cool for once, huh huh. It's like your only hope of leaving the store with dignity. Huh huh... dignity.

*Explore the entire world of Beavis and Butt-Head
*Includes 4 mini-games and 3 music videos
*Features favorite show characters Todd, Daria, Van Driessen, Buzzcut, and Mr. McVicker, and many all-new characters
*With voice talent by show creator Mike Judge, the actual voice of Beavis and Butt-Head
*All new animation from MTV Animation Studios
*Dialogue written by show writers Sam Johnson and Chris Marcil::Virtual Stupidity is a refreshing exercise in moronic humor."
233,523,Beavis and Butt-head: Bunghole in One,"Miniature Golf... Beavis and Butt-head style. The inventors of frog baseball are back and adding their own unique spin to the world of miniature golf. No more wussy windmills to block your path. Dodge nacho cheese flows, tombstones, lava lamps, buzz saws and more. Explore the demented world of Beavis and Butt-head through 18 holes inspired by the hit MTV television series and movie.::It's worth playing through the holes, but chances are once is enough."
234,524,Bedlam (1988),"Face the toughest challenge yet: rid the infested earth colonies of the bio mechanical menace that threatens mankind's very existence. Take control of a team of crack military robots who know no remorse or mercy, and power your way through 25 massive levels of computer Bedlam!::Bedlam is a faster, more mindless version of the Crusader/Syndicate school of gaming."
235,525,Beetle Adventure Racing,"The adventure begins when you leave the road behind! Smashing, bashing fun! Crash and dash! Ultra-fast nitro blast! Go anywhere - choose your own routes, find surprises at every turn! Do anything - grab big-time air, engage in four-car mayhem!::Beetle Adventure Racing is a great deal of fun. It's an excellent game, whatever genre or sub-genre you try to classify it in."
236,527,Betrayal in Antara,"From the ashes of an empire, legends are born.
As the mighty and benevolent empire of Antara fractures under the weight of corruption and war, four unlikely heroes find themselves faced with an insidious mystery involving the most powerful figures in the Empire.
No other fantasy role-playing game comes close to Antara's magnificent 3-D terrain, its advanced combat system, its incomparable artificial intelligence, and engrossing plot lines. Experience the thrills, challenges and unknown dangers in Antara's all-new fantasy realm.::For gamers willing to tolerate substandard graphics and linear gameplay, Betrayal in Antara succeeds in providing an enjoyable role-playing experience."
237,528,Beyond the Beyond,"Good battles evil when two kingdoms collide.

An Evil Force, shackled for centuries, throbs like a heartbeat within the earth as it seeks open air! And in the body of a youth beats the soul of a poet and the heart of a lion. Stride into Darkness with young Finn and his vigilant firebreathing dragon as they hunt down the evil that threatens to annihilate the world. Launch into a quest Beyond imagination -- and possibly Beyond endurance!

* Gather Warriors, Mages, Pirates and Mystics. Observe as they transform into a more powerful class. Clerks evolve into High Clerks, Monks into Master Monks and Conjurers into mighty Summoners! 
* Unravel secrets in two richly textured views. Explore in lush top-down isometric view and battle savage enemies full 360° 3D Combat!
* Grow stronger and smarter with each victory. Your swordsmanship increases in power and your magic will swell with potent energy!
* Use supreme magic to summon monsters and fatal storms. Hurl tormentors into another dimension. Drown them in a boiling sea of fire!::Beyond the Beyond lands squarely in familiar territory - nothing likely to convert new players."
238,529,Big Air,"launch into big air

Extreme Snowboarding Action...

Compete in Big Air, Half Pipe, Boardcross, Freeride Race, and Freeride Trick events

Gear up with real snowboards and apparel from Palmer, Ride, K2 Nitro, Morrow, Joyride, Quicksilver, Arbor, Westbeach, Wave Rave, Maui and Sons, and more

Challenge real pro-boarders: Shaun Palmer, Nicola Thost, Fabien Rohrec, Ian Spiro, Michael Beallo, and Ross Powers

Pull off scores of authentic tricks while racing down snow- and ice-covered mountain courses at breakneck speeds.

24 unique courses in six international locations

Thrashing 2 player split-screen action

Scorching soundtrack featuring Diesel Boy, Snuff, Gangster Fun, Limp, Leatherface, Tantrum, Monkey, The Odd Numbers, Caustic Notions and Anadalusia.::Certainly this is not an offensive game by any means, but it's remarkably average."
