id,name,description,deck
421,Arcade Party Pak,"Six arcade favorites appear together for the first time!  720: Skate or Die! Perform radical stunts on your skateboard to gain points and enter special events! Show off your skills with gravity-defying tricks! You could even be the one to pull off the difficult 720!  RAMPAGE: The original crunch, punch and munch game takes a bite out of America! While you watch out for the Army and other players, terrorize cities by bashing buildings, crushing cars and snacking on citizens!  KLAX: It's your brain against Klax in this highly addictive puzzle game! Stack blocks according to color either horizontally, vertically or diagonally. Match tiles to get a Klax and eliminate them, but don't let the blocks reach the top! Get multiple klaxes to increase your points, if you've got the skill!  TOOBIN: Jump in your Toob and ride down the rapids at gut-wrenching speeds! Face some of the most intense courses ever: Earth's rivers, Martian canals, Jurassic swamps and even the River Styx! Keep your eyes open and steer clear of obstacles and enemies before they damage your Toob.  SMASH TV: You're a contestant in the most violent game show on the planet! With futuristic weapons and power-ups, fight against the ever-increasing hordes of enemies. Play alone or team up with a friend in your bid to survive the constant onslaught.  SUPER SPRINT: Frantic racecar action is the name of the game! It's dog-eat-dog in the race for first place. In preparation for the more difficult tracks, use your prize money to upgrade your vehicle with better handling, higher speed or faster acceleration!",The great conversion of Smash TV alone makes this pack worth picking up.
422,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,"Blast your way through an asteroid field and destroy enemy ships in Asteroids! Super Breakout tests your eye-hand coordination as you break through walls one brick at a time! Enjoy the non-stop action of a never-ending stream of attacking insect infestation in the classic arcade hit, Centipede! In Tempest, you'll use unlimited firepower to shoot and destroy your enemies in a large geometric battlefield! Missile Command lets you rescue humanity from a nuclear holocaust as enemy missiles, bombers and satellites rain warheads on populated cities and missile bases! It's all-out war as you destroy enemy tanks, guided missiles and alien spacecraft in Battlezone!","The real tragedy is being unable to make the famous ""Tempest Whir."""
424,Archimedean Dynasty,"The all consuming darkness has your battle scarred submarine in a vise like grip. As you navigate your sub through enemy waters, the only thing that protects you from a cold and premature death is six inches of solid steel. As if life itself 5700 meters below the ocean's surface was not difficult enough, the threat of impending conflict is about to challenge your very existence... In the distance a glimmer of light pierces the darkness and shock waves begin to roll your craft. An unknown object is descending upon you. Systems indicate... ""Torpedo!"" Act immediately to avoid destruction. Lock your sights on the incoming torpedo. Release a Ripper Missile. Dive! Dive! Dive! Your skill has saved you, but will you be as lucky the next time? Submerge yourself into a world of corrupt conglomerates, fanatical cults and cut-throat pirates. Assume the role of a man who knows no fear, Emerald ""Dead Eye"" Flint, a mercenary whose reputation precedes him. Your life is in danger and the very future of mankind is at stake! Have you got what it takes to rise to the challenge of saving what is left of the world below the surface? If so, then be prepared...humanity ends where the deep begins. Features - Amazingly fast SVGA 3D vector graphics engine in 65,000 colors - Over 60 deadly missions to get your heart racing - Command 4 different ships and equip them from an impressive arsenal of over 30 weapon systems - Advanced AI puts your tactical fighting skills to the ultimate test when you engage in combat against extremely intelligent and cunning enemies - Stimulating storyline lets you interact with over 100 characters using an Advanced Dialog System - Soundtracks which draw you right into the adrenaline-pumping atmosphere and tension of challenging missions - Underwater motion simulation with drifting and currents to make you feel like you're actually at the helm",Archimedean Dynasty gives computer gaming a good name even when you don't know what the hell is going on.
425,Area 51 (1995),"As a soldier in the elite S.T.A.A.R forces, your assignment is to penetrate alien forces at Area 51, and eliminate the threat of the deadly alien infection that has spread throughout the base. The fate of humanity hangs in the balance.","Area 51 is a shooting game starring a soldier from the elite S.T.A.A.R. forces, sent into Area 51 to eliminate a deadly alien infection that has spread throughout the base."
428,Armada,"Play simultaneously with up to 4 of your friends to blast the alien hordes in this action-RPG world. Use the VMU to store information about your newly acquired technology and skills. Invite your friends to bring their ships to come fight in your game, or just to trade items that you have found.","While Armada isn't for everyone, it is unique, fun, and original."
433,Armored Core,"Join ranks with the mercenary-for-hire organization, Raven's Nest, and blaze a trail through 46 action-packed missions. You'll have access to over 100 parts that provide thousands of different design possibilities for your Armored Core machine.",The perfect halfway mark between Virtual On and MechWarrior 2.
434,Armored Core 2,"The sequel to Armored Core takes the action to Mars where the Ravens battle for their corporations. In Armored Core 2, you'll enter new battle arenas and challenge more than 45 menacing Armored Core units. Customize your AC unit's 200 parts, including interior equipment and extension packs, and use over-boost propulsion to generate lightning speed. One or two players can go head-to-head in split-screen battles using more than 200 customizable parts that feature interior equipment and extension packs.","Thanks to a few errant gameplay quirks, Armored Core 2 doesn't quite reach console mech perfection."
435,Armored Core: Master of Arena,"THE MASTER IS BACK  So Arm Your ACs for Awesome Action!  NEW & DEADLY  -Over 180 AC Parts-- 27 Brand New  -Battle 150+ of the Nastiest Ravens Ever  -22 Battle Stages-- 10 Brand New  -19 Detailed Missions of Total Annihilation  -10 All-New Fighting Arenas  DEEP ACTION  -2 Discs = Massive Gameplay  -Complete Successful Missions To Earn Credits & Upgrade Equipment  -Use ALL Your Old Lethal Armored Core Creations  CLASSIC STANDARDS  -Customize ACs Using Hundreds of Thousands of Different Weapon & Armor Combinations  -2-Player Combat With Split-Screen & Link Cable Play  -Attack Enemies Using Lightning Speed & Killer Weapons  -Awesome RUN, SLIDE & FLY Maneuvers",Armored Core: Master of Arena is really only recommended to die-hard fans of the line.
436,Armored Core: Project Phantasma,How does your best AC creation stack up? Find out when you challenge 49 of the deadliest ravens around. 13 different arenas let you choose where the battles take place. New parts expand the variety of AC combinations. Transform saved data from the first game to further increase your AC's destructive potential. Experience intense 2-player AC combat in split screen mode by by using a link cable. Blast your way though 17brand new missions. Beef up your AC using the credits and parts gained from completing missions.,The closest thing to an add-on pack the PlayStation has ever seen.
440,Armorines: Project S.W.A.R.M.,"You're an Armorine. The few. The proud. The bloodthirsty. Wearing a futuristic battle suit and packing a devastating arsenal, you've got 120 hours to stop an all out alien bug invasion of Earth. Or die trying. With state-of-the-art graphics, raging multiplayer action and hordes and hordes of ravenous, giant bugs, the story features an alien race fighting for survival, that discovers a small green and blue planet in a distant galaxy. Undetected by humans, they land on Earth and build complex underground systems that house their alien kind. Living and breeding under the Earth the alien insect life forms develop and expand their insect communities. Only too late, Earth's military forces detect the threat. They quickly mobilise a secret, experimental and untested battle suit to defend Earth against the gigantic insect invaders. Now all they need is someone brave enough to take the mission. They need you. Join the Armorines or join the collection. Armorines features enhanced Turok 2 technology, 3D shooter with movie-like atmosphere, split screen Cooperative Quest Mode for two players simultaneously, masses of amazingly intelligent enemies with individual behaviours and abilities, several huge and different environments from Earth through Space and multiplayer four player mode.",There are so many problems with Armorines on the PlayStation that to discuss them all would be like flogging a dead horse.
