id,title,isbn,isbn13,description
270,The Portrait of a Lady,0618107355,9780618107353,"By using the 1882 edition of The Portrait of a Lady, the text reflects more clearly the culture from and to which it was written. A significant number of fairly contemporary materials deal with etiquette/behavior, conceptions of the American girl and the American woman, discussions of Americans (especially girls/women) living abroad, and international marriages. Magazine and newspapers articles of the period also help to place Isabel Archer in a historical context. The volume includes reprints of contemporary reviews, emphasizing those that found the ending of the novel perplexing."
271,New Essays on 'the Portrait of a Lady',0521345081,9780521345088,"The Portrait of a Lady is arguably Henry James' most appealing and accessible novel. The introduction to this volume of specially written essays situates the novel in its cultural and historical context and discusses the important revisions that James later made to the text. The essays that follow address the novel's place in the tradition of modern narrative, its relation to popular women's fiction on the question of marriage, the influence of Henry James' brother William, and the character of the heroine seen from a psychoanalytic point of view."
272,Portrait of a Lady,1566196353,9781566196352,"When Isabel Archer, a beautiful, spirited American, is brought to Europe by her wealthy Aunt Touchett, it is expected that she will soon marry. But Isabel, resolved to determine her own fate, does not hesitate to turn down two eligible suitors. She then finds herself irresistibly drawn to Gilbert Osmond, who, beneath his veneer of charm and cultivation, is cruelty itself. A story of intense poignancy, Isabel's tale of love and betrayal still resonates with modern audiences.<br /><br />"
273,The Portrait of a Lady,0140862870,9780140862874,"Regarded by many critics as James's masterpiece, this superbly crafted novel presents Isabel Archer, a young American heiress newly arrived in Europe. Spirited and independent, Isabel is determined to make her own decisions in James' penetrating psychological and social insight. Simultaneous release with the Viking hardcover. Now a major motion picture starring Nicole Kidman, John Malkovich, and Meryl Streep."
274,The Portrait of a Lady,0140864512,9780140864519,"When Isabel Archer, a beautiful, spirited American, is brought to Europe by her wealthy Aunt Touchett, it is expected that she will soon marry. But Isabel, resolved to determine her own fate, does not hesitate to turn down two eligible suitors. She then finds herself irresistibly drawn to Gilbert Osmond, who, beneath his veneer of charm and cultivation, is cruelty itself. A story of intense poignancy, Isabel's tale of love and betrayal still resonates with modern audiences.<br /><br />"
275,The Lover,0375700528,9780375700521,"Set against the backdrop of French colonial Vietnam, The Lover reveals the intimacies and intricacies of a clandestine romance between a pubescent girl from a financially strapped French family and an older, wealthy Chinese-Vietnamese man. (from Wikipedia)"
276,Hiroshima Mon Amour,082883637X,9780828836371,"<p>Jacket description/back: One of the most influential works in the history of cinema, Alain Renais's Hiroshima Mon Amour gathered international acclaim upon its release in 1959 and was awarded the International Critics' Prize at the Cannes Film festival and the New York Film Critics' Award. Ostensibly the story of a love affair between a Japanese architect and a French actress visiting Japan to make a film on peace, Hiroshima Mon Amour is a stunning exploration of the influence of war on both Japanese and French culture and the conflict between love and humanity.</p><p></p>"
277,Writing,1571290532,9781571290533,"Written in the splendid bareness of her late style, these pages are Marguerite Duras's theory of literature: comparing a dying fly to the work of style; remembering the trance and incurable disarray of writing; recreating the last moments of a British pilot shot during World War II and buried next to her house; or else letting out a magisterial, so what? To question six decades of story telling, all the essays together operate as a deceitful, yet indispensable confession."
278,The War,1565842219,9781565842212,"One of France's greatest novelists offers a remarkable diary of the Nazi occupation of Paris during World War II and of its eventual liberation by the Allies. Celebrating the 50th anniversary of the liberation, this extraordinary diary by the author of The Lover is ""a haunting portrait of a time and place"" (New York Times).<br /><br />Written in 1944, and first published in 1985, Duras's riveting account of life in Paris during the Nazi occupation and the first months of liberation depicts the harrowing realities of World War II-era France ""with a rich conviction enhanced by [a] spare, almost arid, technique"" (Julian Barnes, The Washington Post Book World). Duras, by then married and part of a French resistance network headed by François Mitterand, tells of nursing her starving husband back to health after his return from Bergen-Belsen, interrogating a suspected collaborator, and playing a game of cat and mouse with a Gestapo officer who was attracted to her. The result is ""more than one woman's diary...[it is] a haunting portrait of a time and a place and also a state of mind"" (The New York Times)."
280,The Ravishing of Lol Stein,0394743040,9780394743042,"Lol Stein is a beautiful young woman, securely married, settled in a comfortable life--and a voyeur. Returning with her husband and children to the town where, years before, her fiance had abandoned her for another woman, she is drawn inexorably to recreate that long-past tragedy."
